"State","County","Murder.and.nonnegligent.manslaughter","Forcible.rape","Robbery","Aggravated.assault","Burglary","Larceny.theft","Motor.vehicle.theft","Arson","Year"
"South Carolina","Lexington",5,50,79,375,1018,3135,402,13,2013
"South Carolina","Pickens",3,27,16,185,671,1106,216,5,2013
"South Carolina","Richland",17,129,265,1587,2014,5709,1020,24,2013
"South Carolina","Saluda",2,1,2,53,73,175,24,3,2013
"South Carolina","Spartanburg",1,97,131,474,1606,3424,408,45,2013
"South Carolina","Sumter",5,38,36,263,745,1023,127,14,2013
"South Carolina","Union",5,9,3,48,177,368,18,7,2013
"South Carolina","York",2,32,36,318,602,1546,120,22,2013
"South Carolina","Abbeville",3,2,0,26,165,287,13,4,2013
"South Carolina","Allendale",1,1,0,6,24,19,5,0,2013
"South Carolina","Bamberg",0,0,0,38,61,128,27,2,2013
"South Carolina","Barnwell",1,11,6,45,116,224,29,3,2013
"South Carolina","Chesterfield",3,12,5,84,333,559,58,5,2013
"South Carolina","Clarendon",6,10,26,64,319,491,64,3,2013
"South Carolina","Colleton",5,21,14,163,280,626,89,15,2013
"South Carolina","Dillon",2,8,20,142,248,491,62,6,2013
"South Carolina","Georgetown",1,8,14,107,371,667,81,9,2013
"South Carolina","Greenwood",8,17,17,144,320,1091,48,3,2013
"South Carolina","Hampton",2,7,4,54,126,187,21,0,2013
"South Carolina","Lee",0,3,2,53,146,207,38,8,2013
"South Carolina","Marion",1,7,8,65,313,378,37,2,2013
"South Carolina","Marlboro",0,11,8,114,240,404,40,2,2013
"South Carolina","McCormick",0,0,1,17,31,54,8,1,2013
"South Carolina","Newberry",4,5,3,46,83,233,11,1,2013
"South Carolina","Oconee",7,44,8,257,499,1077,87,10,2013
"South Carolina","Orangeburg",4,33,49,319,1080,1861,443,20,2013
"South Dakota","Custer",0,0,0,7,20,75,5,1,2013
"South Dakota","Lincoln",0,9,0,8,88,114,16,1,2013
"South Dakota","McCook",0,1,0,0,13,45,1,0,2013
"South Dakota","Meade",0,1,0,7,2,7,1,0,2013
"South Dakota","Minnehaha",0,8,1,28,135,155,18,0,2013
"South Dakota","Pennington",0,26,2,35,108,225,13,1,2013
"South Dakota","Turner",0,3,0,3,13,27,9,0,2013
"South Dakota","Union",0,3,0,1,13,41,3,3,2013
"South Dakota","Aurora",0,0,0,4,9,13,0,0,2013
"South Dakota","Beadle",0,0,0,2,9,19,1,0,2013
"South Dakota","Bennett",1,0,0,8,1,1,0,0,2013
"South Dakota","Bon Homme",0,0,0,0,2,1,0,0,2013
"South Dakota","Brookings",0,2,0,5,8,50,6,1,2013
"South Dakota","Brown",0,2,0,3,9,21,4,0,2013
"South Dakota","Butte",0,0,0,3,7,44,3,0,2013
"South Dakota","Charles Mix",0,3,0,11,23,21,6,1,2013
"South Dakota","Clark",0,0,0,0,2,2,0,0,2013
"South Dakota","Clay",0,1,1,2,16,35,4,0,2013
"South Dakota","Codington",0,0,1,7,32,38,1,0,2013
"South Dakota","Corson",0,0,0,1,9,8,1,0,2013
"South Dakota","Davison",0,0,0,2,3,5,4,1,2013
"South Dakota","Deuel",0,0,1,2,5,10,3,0,2013
"South Dakota","Dewey",0,0,0,1,3,0,1,0,2013
"South Dakota","Douglas",0,0,0,0,2,0,0,0,2013
"South Dakota","Edmunds",0,0,0,0,0,0,0,0,2013
"South Dakota","Faulk",0,0,0,0,0,6,0,0,2013
"South Dakota","Hamlin",0,0,1,1,19,12,0,0,2013
"South Dakota","Hand",0,1,0,0,1,3,0,0,2013
"South Dakota","Hanson",0,0,0,2,1,2,1,0,2013
"South Dakota","Harding",0,0,0,1,1,3,0,0,2013
"South Dakota","Hughes",0,2,0,0,6,10,4,0,2013
"South Dakota","Hutchinson",0,0,0,0,5,5,1,0,2013
"South Dakota","Jerauld",0,0,0,0,1,0,0,0,2013
"South Dakota","Lawrence",0,0,0,8,9,164,1,0,2013
"South Dakota","Marshall",0,0,0,11,9,29,1,1,2013
"South Dakota","McPherson",0,0,0,0,1,0,0,0,2013
"South Dakota","Mellette",0,1,0,2,3,5,0,0,2013
"South Dakota","Miner",0,0,0,1,2,1,0,0,2013
"South Dakota","Moody",0,0,0,1,3,32,3,0,2013
"South Dakota","Perkins",0,0,0,2,6,5,1,0,2013
"South Dakota","Roberts",0,1,1,9,8,2,1,0,2013
"South Dakota","Spink",0,1,0,1,7,35,1,0,2013
"South Dakota","Stanley",0,0,0,0,9,0,0,0,2013
"South Dakota","Sully",0,0,0,0,2,1,1,0,2013
"South Dakota","Walworth",0,0,0,1,0,0,0,0,2013
"South Dakota","Yankton",0,0,0,0,29,37,3,0,2013
"South Dakota","Ziebach",0,0,0,0,0,0,0,0,2013
"Tennessee","Anderson",0,9,6,49,278,357,45,10,2013
"Tennessee","Blount",3,28,23,210,519,788,83,5,2013
"Tennessee","Bradley",0,7,3,146,322,538,76,0,2013
"Tennessee","Campbell",0,4,2,31,204,218,32,8,2013
"Tennessee","Cannon",0,0,0,17,62,45,12,1,2013
"Tennessee","Carter",0,4,4,75,259,382,29,6,2013
"Tennessee","Cheatham",1,10,6,70,186,402,56,4,2013
"Tennessee","Chester",0,4,1,17,40,78,17,0,2013
"Tennessee","Crockett",0,2,0,35,29,93,9,0,2013
"Tennessee","Dickson",0,8,6,107,216,291,27,6,2013
"Tennessee","Fayette",0,1,5,62,70,216,32,0,2013
"Tennessee","Grainger",1,0,0,9,92,155,14,1,2013
"Tennessee","Hamblen",0,2,6,53,182,374,35,5,2013
"Tennessee","Hamilton",1,15,8,196,522,995,122,2,2013
"Tennessee","Hickman",2,4,1,63,126,128,16,0,2013
"Tennessee","Jefferson",0,19,4,84,274,459,41,2,2013
"Tennessee","Knox",2,20,75,377,1300,3652,307,32,2013
"Tennessee","Loudon",0,4,5,27,135,236,23,2,2013
"Tennessee","Macon",0,3,0,76,30,123,16,0,2013
"Tennessee","Madison",0,7,11,140,280,397,43,4,2013
"Tennessee","Marion",0,0,6,69,93,171,37,0,2013
"Tennessee","Maury",1,16,6,123,162,340,46,4,2013
"Tennessee","Montgomery",2,11,7,95,160,478,45,4,2013
"Tennessee","Morgan",1,3,1,38,91,256,27,1,2013
"Tennessee","Polk",0,2,2,17,88,170,41,0,2013
"Tennessee","Roane",0,4,6,61,180,291,21,0,2013
"Tennessee","Robertson",3,7,0,69,86,134,22,2,2013
"Tennessee","Rutherford",1,15,10,225,328,716,73,6,2013
"Tennessee","Sequatchie",0,6,1,32,48,91,21,2,2013
"Tennessee","Shelby",3,42,75,387,889,1928,147,14,2013
"Tennessee","Smith",0,7,2,22,82,119,11,1,2013
"Tennessee","Sullivan",1,32,4,304,370,780,64,20,2013
"Tennessee","Sumner",1,10,7,74,198,360,33,2,2013
"Tennessee","Tipton",2,11,9,160,156,452,54,8,2013
"Tennessee","Unicoi",0,1,0,28,19,94,5,1,2013
"Tennessee","Union",1,1,3,43,155,201,26,5,2013
"Tennessee","Washington",1,16,10,132,353,488,45,5,2013
"Tennessee","Williamson",0,6,1,70,132,291,26,3,2013
"Tennessee","Wilson",0,6,4,92,243,530,73,4,2013
"Tennessee","Bedford",0,5,0,42,85,185,11,0,2013
"Tennessee","Benton",0,2,0,23,36,65,10,1,2013
"Tennessee","Bledsoe",0,0,0,8,15,39,16,0,2013
"Tennessee","Carroll",0,2,0,15,113,76,18,0,2013
"Tennessee","Claiborne",0,4,7,104,253,243,35,7,2013
"Tennessee","Clay",0,0,0,8,24,31,1,0,2013
"Tennessee","Cocke",0,4,11,150,292,309,48,13,2013
"Tennessee","Coffee",2,6,3,49,111,220,39,3,2013
"Tennessee","Cumberland",5,2,4,56,324,425,93,4,2013
"Tennessee","Decatur",1,4,0,42,67,120,22,0,2013
"Tennessee","DeKalb",0,1,1,9,85,169,24,1,2013
"Tennessee","Dyer",0,3,0,46,46,103,12,0,2013
"Tennessee","Fentress",0,3,2,21,117,171,13,1,2013
"Tennessee","Franklin",1,6,4,39,43,167,26,3,2013
"Tennessee","Gibson",3,3,1,50,108,138,15,0,2013
"Tennessee","Giles",0,5,0,28,98,102,17,1,2013
"Tennessee","Greene",1,9,12,104,360,542,84,13,2013
"Tennessee","Grundy",0,3,1,67,152,83,37,9,2013
"Tennessee","Hancock",1,0,0,6,30,44,8,1,2013
"Tennessee","Hardeman",0,7,9,55,176,162,28,1,2013
"Tennessee","Haywood",1,0,3,21,65,110,18,1,2013
"Tennessee","Henderson",0,6,0,52,141,239,17,6,2013
"Tennessee","Henry",1,7,3,38,141,261,35,0,2013
"Tennessee","Houston",0,3,0,16,24,32,6,0,2013
"Tennessee","Humphreys",0,0,0,20,62,95,8,1,2013
"Tennessee","Jackson",1,0,0,23,56,78,12,1,2013
"Tennessee","Johnson",1,8,3,76,90,103,25,3,2013
"Tennessee","Lauderdale",2,5,0,44,81,158,23,4,2013
"Tennessee","Lawrence",1,5,3,120,222,289,39,10,2013
"Tennessee","Lewis",2,4,2,29,36,70,8,3,2013
"Tennessee","Lincoln",3,3,2,73,146,217,33,1,2013
"Tennessee","Marshall",0,2,1,21,34,63,11,2,2013
"Tennessee","McMinn",0,4,3,81,231,450,66,9,2013
"Tennessee","McNairy",0,2,2,57,75,196,26,2,2013
"Tennessee","Meigs",0,4,2,38,85,146,37,2,2013
"Tennessee","Monroe",2,1,3,114,298,456,54,4,2013
"Tennessee","Moore",0,3,0,3,15,68,4,0,2013
"Tennessee","Obion",0,2,0,18,66,101,15,1,2013
"Tennessee","Overton",1,3,1,32,107,108,16,5,2013
"Tennessee","Perry",0,0,1,28,22,60,11,0,2013
"Tennessee","Putnam",1,3,5,99,239,462,38,2,2013
"Tennessee","Rhea",1,4,3,56,97,165,19,4,2013
"Tennessee","Scott",1,3,0,39,81,147,17,3,2013
"Tennessee","Sevier",1,13,9,78,671,885,97,0,2013
"Tennessee","Stewart",0,4,0,37,62,82,10,0,2013
"Tennessee","Van Buren",0,0,0,11,13,66,5,5,2013
"Tennessee","Warren",0,2,5,30,167,243,62,1,2013
"Tennessee","Wayne",0,1,0,20,16,26,13,0,2013
"Tennessee","Weakley",3,1,1,40,66,70,10,1,2013
"Tennessee","White",0,0,1,44,101,303,27,4,2013
"Texas","Aransas",0,6,3,15,163,182,16,1,2013
"Texas","Archer",0,0,1,6,17,41,9,0,2013
"Texas","Armstrong",0,0,0,4,4,30,1,2,2013
"Texas","Austin",0,3,0,18,42,67,14,1,2013
"Texas","Bandera",0,8,1,15,82,147,30,0,2013
"Texas","Bastrop",4,24,12,150,263,414,80,5,2013
"Texas","Bell",5,14,8,47,210,476,23,12,2013
"Texas","Bexar",19,60,84,289,1777,3960,362,68,2013
"Texas","Bowie",1,18,0,74,297,470,71,9,2013
"Texas","Brazoria",2,18,31,131,550,853,70,5,2013
"Texas","Brazos",0,4,3,35,146,259,30,2,2013
"Texas","Burleson",1,3,1,10,72,63,5,0,2013
"Texas","Caldwell",1,2,2,40,64,118,20,0,2013
"Texas","Callahan",0,1,0,1,28,35,8,0,2013
"Texas","Cameron",3,21,14,76,523,916,71,4,2013
"Texas","Carson",0,1,0,4,11,21,5,0,2013
"Texas","Chambers",1,3,7,46,193,339,64,1,2013
"Texas","Clay",0,2,0,4,52,31,13,3,2013
"Texas","Collin",0,8,3,58,317,247,44,1,2013
"Texas","Comal",2,19,6,121,273,514,51,2,2013
"Texas","Coryell",0,1,0,2,47,61,7,0,2013
"Texas","Crosby",1,0,0,1,2,5,0,0,2013
"Texas","Dallas",0,1,1,32,73,177,19,11,2013
"Texas","Denton",2,11,7,45,228,421,54,2,2013
"Texas","Ector",1,3,36,60,401,1299,187,0,2013
"Texas","Ellis",4,4,2,27,189,318,34,1,2013
"Texas","El Paso",2,41,25,141,349,736,95,8,2013
"Texas","Falls",0,0,0,2,22,21,3,1,2013
"Texas","Fort Bend",6,28,147,627,1313,2367,207,15,2013
"Texas","Galveston",3,20,27,35,327,543,61,13,2013
"Texas","Goliad",1,0,0,7,55,57,3,2,2013
"Texas","Grayson",1,3,4,66,186,355,53,0,2013
"Texas","Gregg",1,14,6,61,190,319,32,7,2013
"Texas","Guadalupe",0,36,2,47,236,358,14,12,2013
"Texas","Hardin",2,3,0,29,125,185,40,0,2013
"Texas","Harris",106,281,3260,4942,13447,31501,5781,241,2013
"Texas","Hays",1,11,10,137,231,261,26,2,2013
"Texas","Hidalgo",14,52,126,245,2321,3109,300,33,2013
"Texas","Hood",2,0,1,47,129,297,31,5,2013
"Texas","Hudspeth",0,0,0,1,7,18,0,0,2013
"Texas","Hunt",0,3,4,89,342,490,99,0,2013
"Texas","Irion",0,0,0,1,7,27,1,1,2013
"Texas","Jefferson",5,1,2,22,176,298,34,4,2013
"Texas","Johnson",0,15,5,66,293,642,61,12,2013
"Texas","Jones",0,0,0,0,27,59,4,0,2013
"Texas","Kaufman",2,33,10,80,407,469,97,0,2013
"Texas","Kendall",0,3,0,4,68,136,15,0,2013
"Texas","Lampasas",1,0,1,2,27,86,4,2,2013
"Texas","Liberty",0,7,10,164,326,548,138,7,2013
"Texas","Lynn",0,0,0,0,22,13,1,0,2013
"Texas","Martin",0,0,0,2,9,46,7,0,2013
"Texas","McLennan",0,23,4,42,224,324,62,6,2013
"Texas","Medina",0,11,1,13,61,87,8,0,2013
"Texas","Midland",1,1,4,49,190,451,86,1,2013
"Texas","Montgomery",5,8,110,346,1681,3677,472,13,2013
"Texas","Nueces",0,6,4,59,111,129,20,2,2013
"Texas","Oldham",0,0,1,0,8,16,2,0,2013
"Texas","Orange",0,8,5,76,247,346,58,1,2013
"Texas","Parker",4,5,2,53,325,585,80,0,2013
"Texas","Potter",0,1,1,13,54,138,13,0,2013
"Texas","Randall",0,2,3,24,83,143,19,1,2013
"Texas","Robertson",1,0,0,1,38,95,12,0,2013
"Texas","Rockwall",0,5,2,20,32,70,8,0,2013
"Texas","Rusk",0,6,3,63,249,266,40,2,2013
"Texas","San Patricio",1,0,2,28,140,190,19,0,2013
"Texas","Smith",3,7,17,166,665,1056,146,20,2013
"Texas","Somervell",0,0,1,9,31,56,5,0,2013
"Texas","Tarrant",1,13,14,85,370,716,61,9,2013
"Texas","Taylor",0,3,2,16,84,72,9,2,2013
"Texas","Tom Green",3,19,2,10,114,189,10,2,2013
"Texas","Travis",9,11,35,432,974,2068,164,37,2013
"Texas","Victoria",1,17,3,60,155,347,41,0,2013
"Texas","Waller",1,17,3,20,83,148,25,0,2013
"Texas","Webb",1,5,4,87,99,163,16,1,2013
"Texas","Wichita",0,1,3,38,51,92,14,4,2013
"Texas","Williamson",1,29,7,95,303,789,60,5,2013
"Texas","Wise",1,1,3,57,150,253,37,10,2013
"Texas","Anderson",0,5,3,47,211,208,43,18,2013
"Texas","Andrews",0,0,0,8,38,54,6,0,2013
"Texas","Angelina",2,12,4,97,345,443,38,1,2013
"Texas","Baylor",0,1,0,2,15,4,2,0,2013
"Texas","Bee",0,2,0,26,25,56,6,3,2013
"Texas","Blanco",0,5,0,14,27,43,11,1,2013
"Texas","Borden",0,0,0,2,5,8,3,0,2013
"Texas","Bosque",0,2,1,1,55,67,6,0,2013
"Texas","Brewster",0,0,1,3,6,13,2,1,2013
"Texas","Briscoe",0,0,0,1,8,9,1,1,2013
"Texas","Brooks",0,3,1,2,11,14,0,0,2013
"Texas","Brown",0,0,0,13,79,108,4,1,2013
"Texas","Burnet",4,5,0,21,83,190,27,2,2013
"Texas","Calhoun",0,0,0,15,67,81,1,0,2013
"Texas","Camp",0,0,0,5,80,98,12,0,2013
"Texas","Cass",1,4,3,41,223,232,50,4,2013
"Texas","Castro",0,0,0,1,21,34,2,0,2013
"Texas","Cherokee",0,12,9,59,167,340,62,1,2013
"Texas","Childress",0,0,0,3,1,7,0,0,2013
"Texas","Cochran",0,2,0,6,37,70,4,1,2013
"Texas","Coke",0,0,0,1,15,2,3,0,2013
"Texas","Collingsworth",0,0,0,0,0,0,0,0,2013
"Texas","Colorado",1,4,2,13,38,95,14,0,2013
"Texas","Comanche",1,0,0,1,33,62,7,0,2013
"Texas","Concho",1,0,0,3,3,4,3,0,2013
"Texas","Cottle",0,0,0,0,0,0,0,0,2013
"Texas","Crane",0,0,0,0,7,17,2,0,2013
"Texas","Culberson",0,0,0,3,7,4,1,0,2013
"Texas","Dallam",0,0,0,0,5,7,2,0,2013
"Texas","Dawson",1,0,1,0,8,32,7,0,2013
"Texas","Deaf Smith",0,1,0,6,38,29,8,1,2013
"Texas","Delta",0,0,1,0,44,33,5,0,2013
"Texas","DeWitt",0,2,0,14,69,62,12,0,2013
"Texas","Dickens",0,0,0,3,1,3,1,0,2013
"Texas","Dimmit",0,0,1,44,130,262,21,1,2013
"Texas","Donley",0,0,1,4,20,18,1,0,2013
"Texas","Duval",0,0,0,51,54,78,18,0,2013
"Texas","Eastland",0,1,0,1,21,30,7,0,2013
"Texas","Edwards",0,0,0,4,14,27,2,1,2013
"Texas","Erath",3,1,0,11,45,59,10,0,2013
"Texas","Fannin",0,8,0,16,52,64,12,0,2013
"Texas","Fayette",1,4,1,9,63,89,5,0,2013
"Texas","Fisher",0,0,0,17,34,50,9,1,2013
"Texas","Floyd",0,2,1,1,22,27,2,0,2013
"Texas","Foard",0,0,0,3,1,3,0,0,2013
"Texas","Franklin",0,8,0,5,45,45,9,0,2013
"Texas","Freestone",0,1,2,12,67,58,13,2,2013
"Texas","Frio",0,1,1,3,18,40,4,0,2013
"Texas","Gaines",3,0,1,3,39,81,7,3,2013
"Texas","Garza",0,0,0,3,17,31,0,0,2013
"Texas","Gillespie",1,2,0,3,29,75,2,0,2013
"Texas","Glasscock",0,0,0,0,6,2,1,0,2013
"Texas","Gonzales",0,2,1,16,45,109,6,0,2013
"Texas","Gray",1,0,0,4,22,53,13,1,2013
"Texas","Grimes",0,3,6,16,88,140,22,0,2013
"Texas","Hale",0,0,0,7,32,62,0,0,2013
"Texas","Hall",0,0,0,2,2,6,0,0,2013
"Texas","Hamilton",0,0,2,13,56,88,6,3,2013
"Texas","Hansford",0,0,0,1,4,10,0,0,2013
"Texas","Hardeman",0,0,1,0,63,55,3,0,2013
"Texas","Harrison",0,0,0,55,166,257,15,2,2013
"Texas","Hartley",0,0,0,0,5,11,0,0,2013
"Texas","Haskell",0,0,0,3,10,14,9,1,2013
"Texas","Hemphill",0,1,0,4,17,56,3,0,2013
"Texas","Henderson",0,31,6,144,506,513,123,10,2013
"Texas","Hill",1,4,4,28,147,195,14,4,2013
"Texas","Hockley",0,1,1,20,33,67,9,1,2013
"Texas","Hopkins",0,3,1,13,52,56,12,3,2013
"Texas","Houston",0,2,0,7,82,97,21,1,2013
"Texas","Howard",1,2,0,29,57,117,16,1,2013
"Texas","Hutchinson",0,4,1,18,45,76,4,0,2013
"Texas","Jack",0,0,0,8,50,35,4,1,2013
"Texas","Jackson",2,0,0,1,12,28,6,0,2013
"Texas","Jasper",1,24,1,55,158,267,10,2,2013
"Texas","Jeff Davis",0,0,0,3,9,7,1,0,2013
"Texas","Jim Hogg",0,0,0,3,13,9,1,0,2013
"Texas","Jim Wells",3,7,0,55,209,174,34,5,2013
"Texas","Karnes",1,0,0,1,42,92,8,0,2013
"Texas","Kenedy",0,4,0,0,4,3,2,0,2013
"Texas","Kent",0,1,0,2,5,6,0,0,2013
"Texas","Kerr",1,7,0,16,107,186,17,0,2013
"Texas","Kimble",0,2,0,0,9,6,0,0,2013
"Texas","King",0,0,0,0,2,0,0,0,2013
"Texas","Kinney",0,0,0,1,2,0,1,0,2013
"Texas","Knox",0,0,0,0,8,14,3,0,2013
"Texas","Lamar",1,0,1,27,134,201,14,0,2013
"Texas","Lamb",0,0,1,2,36,72,8,0,2013
"Texas","La Salle",0,NA,0,6,3,41,0,0,2013
"Texas","Lavaca",0,2,0,3,63,34,3,0,2013
"Texas","Lee",0,4,1,8,48,75,9,0,2013
"Texas","Leon",0,2,0,21,80,141,19,0,2013
"Texas","Limestone",0,0,2,8,110,160,10,6,2013
"Texas","Lipscomb",0,0,0,6,8,15,0,0,2013
"Texas","Live Oak",0,2,0,10,58,113,10,0,2013
"Texas","Llano",0,3,2,11,98,182,6,0,2013
"Texas","Loving",0,0,0,3,1,6,0,0,2013
"Texas","Marion",0,4,5,39,133,146,16,3,2013
"Texas","Mason",0,0,0,1,8,32,1,0,2013
"Texas","Matagorda",0,6,4,44,91,154,21,1,2013
"Texas","Maverick",0,5,3,61,137,294,11,1,2013
"Texas","McCulloch",0,0,0,1,14,27,0,0,2013
"Texas","McMullen",0,0,0,6,7,27,0,0,2013
"Texas","Menard",0,0,0,0,0,4,1,0,2013
"Texas","Milam",0,1,1,16,76,81,6,2,2013
"Texas","Mills",0,0,0,7,6,16,3,0,2013
"Texas","Mitchell",0,0,0,3,9,20,5,0,2013
"Texas","Montague",0,0,0,17,63,109,10,0,2013
"Texas","Moore",0,2,0,5,20,50,7,0,2013
"Texas","Morris",0,3,2,20,43,38,6,0,2013
"Texas","Motley",0,0,0,1,3,7,1,0,2013
"Texas","Nacogdoches",0,3,1,63,224,272,59,1,2013
"Texas","Navarro",5,4,0,30,201,257,8,1,2013
"Texas","Nolan",0,0,0,2,27,34,7,1,2013
"Texas","Palo Pinto",0,0,0,10,82,72,18,0,2013
"Texas","Panola",0,3,4,22,118,197,30,1,2013
"Texas","Parmer",0,0,0,0,9,22,0,1,2013
"Texas","Pecos",0,0,1,0,23,51,2,0,2013
"Texas","Polk",1,26,4,50,226,311,42,2,2013
"Texas","Presidio",0,0,0,3,0,0,0,0,2013
"Texas","Rains",0,5,0,18,76,111,10,0,2013
"Texas","Reagan",0,0,0,0,1,1,0,0,2013
"Texas","Real",0,0,0,0,4,10,2,0,2013
"Texas","Red River",0,1,0,6,46,77,8,0,2013
"Texas","Reeves",0,0,1,12,13,69,10,0,2013
"Texas","Refugio",1,0,0,5,10,27,0,0,2013
"Texas","Roberts",0,0,0,0,4,14,1,0,2013
"Texas","Runnels",0,0,0,0,1,33,0,0,2013
"Texas","Sabine",0,2,0,25,66,60,6,0,2013
"Texas","San Augustine",0,2,0,7,35,47,5,1,2013
"Texas","San Jacinto",2,5,11,52,237,346,74,2,2013
"Texas","San Saba",0,3,0,0,10,14,3,1,2013
"Texas","Schleicher",0,0,0,0,8,6,1,0,2013
"Texas","Scurry",1,1,0,14,32,72,9,0,2013
"Texas","Shackelford",0,1,1,3,5,11,2,0,2013
"Texas","Shelby",0,9,1,47,111,150,17,3,2013
"Texas","Sherman",0,0,0,2,1,8,1,0,2013
"Texas","Starr",1,3,9,92,126,136,36,1,2013
"Texas","Stephens",0,0,0,6,14,20,2,1,2013
"Texas","Sterling",0,0,0,3,0,9,0,0,2013
"Texas","Stonewall",0,0,0,2,7,5,4,0,2013
"Texas","Sutton",0,0,0,0,0,0,0,0,2013
"Texas","Swisher",1,0,0,3,3,16,0,0,2013
"Texas","Terrell",0,0,0,0,2,7,0,1,2013
"Texas","Terry",0,0,0,4,24,34,3,0,2013
"Texas","Throckmorton",0,0,0,2,8,10,2,0,2013
"Texas","Titus",0,0,0,30,104,118,11,4,2013
"Texas","Trinity",0,7,0,20,111,96,12,3,2013
"Texas","Upton",0,0,0,0,1,16,2,0,2013
"Texas","Uvalde",1,0,1,13,52,86,7,0,2013
"Texas","Val Verde",0,0,2,9,36,80,1,0,2013
"Texas","Walker",3,15,5,25,145,164,33,1,2013
"Texas","Ward",0,3,0,28,35,145,15,0,2013
"Texas","Washington",0,3,4,30,58,102,12,0,2013
"Texas","Wheeler",0,0,0,5,20,44,13,0,2013
"Texas","Wilbarger",0,0,0,2,17,19,1,2,2013
"Texas","Willacy",0,11,1,25,68,153,9,1,2013
"Texas","Winkler",0,0,1,5,4,43,5,0,2013
"Texas","Wood",1,0,1,29,347,352,25,1,2013
"Texas","Young",0,0,0,5,34,48,5,1,2013
"Utah","Box Elder",0,0,1,0,45,142,12,0,2013
"Utah","Cache",1,9,0,10,53,222,10,1,2013
"Utah","Davis",2,6,0,6,49,143,13,0,2013
"Utah","Juab",0,0,0,1,13,53,9,0,2013
"Utah","Salt Lake ",6,131,218,530,1959,8528,1261,44,2013
"Utah","Tooele",0,5,1,11,73,87,38,5,2013
"Utah","Utah",0,22,0,15,32,232,17,3,2013
"Utah","Washington",0,2,0,9,45,86,11,1,2013
"Utah","Weber",0,15,9,17,186,655,55,6,2013
"Utah","Beaver",0,0,0,6,4,18,3,0,2013
"Utah","Carbon",0,3,0,12,53,149,3,0,2013
"Utah","Daggett",0,0,0,0,2,12,0,0,2013
"Utah","Duchesne",0,2,3,23,56,186,22,5,2013
"Utah","Emery",0,3,0,7,24,121,16,0,2013
"Utah","Grand",1,2,3,2,27,50,3,0,2013
"Utah","Iron",0,5,5,28,57,92,9,0,2013
"Utah","Kane",0,1,0,10,7,17,1,0,2013
"Utah","Millard",0,3,0,30,32,169,6,0,2013
"Utah","Piute",0,0,0,5,9,8,1,0,2013
"Utah","Rich",0,0,0,3,14,23,0,1,2013
"Utah","San Juan",0,0,1,11,24,46,7,0,2013
"Utah","Sanpete",0,0,0,6,23,89,9,0,2013
"Utah","Sevier",0,1,1,14,48,135,12,0,2013
"Utah","Summit",1,8,5,20,30,353,27,3,2013
"Utah","Uintah",2,8,0,28,53,150,21,1,2013
"Vermont","Chittenden",0,0,0,0,0,0,0,0,2013
"Vermont","Franklin",0,3,1,6,16,23,2,0,2013
"Vermont","Grand Isle",0,0,0,2,40,47,4,0,2013
"Vermont","Addison",0,8,0,0,0,0,1,0,2013
"Vermont","Bennington",0,0,0,0,2,3,0,0,2013
"Vermont","Caledonia",0,0,0,0,0,1,0,0,2013
"Vermont","Essex",0,1,0,1,17,14,0,0,2013
"Vermont","Lamoille",0,0,1,7,36,84,2,1,2013
"Vermont","Orange",0,4,0,0,7,23,0,0,2013
"Vermont","Rutland",0,0,0,3,9,85,1,0,2013
"Vermont","Windham",0,1,0,0,5,33,0,1,2013
"Virginia","Albemarle",1,43,24,58,242,1392,43,6,2013
"Virginia","Amelia",0,3,1,4,35,69,13,2,2013
"Virginia","Amherst",1,9,2,20,49,298,25,1,2013
"Virginia","Appomattox",0,4,0,4,19,82,6,0,2013
"Virginia","Arlington ",0,39,125,198,236,3406,156,3,2013
"Virginia","Bedford",0,12,2,13,175,429,49,7,2013
"Virginia","Botetourt",1,3,3,9,36,207,17,2,2013
"Virginia","Buckingham",1,8,5,15,45,92,23,2,2013
"Virginia","Campbell",3,16,7,41,104,541,24,1,2013
"Virginia","Caroline",0,9,5,17,102,247,1,4,2013
"Virginia","Charles City",0,1,0,4,5,16,1,0,2013
"Virginia","Chesterfield ",9,74,144,171,1356,4734,226,51,2013
"Virginia","Clarke",0,0,1,2,23,96,6,4,2013
"Virginia","Craig",0,0,0,6,1,5,2,0,2013
"Virginia","Culpeper",0,3,3,30,47,141,19,4,2013
"Virginia","Dinwiddie",4,12,6,32,104,262,19,2,2013
"Virginia","Fauquier",2,13,10,27,99,435,21,6,2013
"Virginia","Floyd",0,3,0,7,31,93,8,1,2013
"Virginia","Fluvanna",1,4,2,14,42,145,11,3,2013
"Virginia","Franklin",4,8,1,47,106,365,48,3,2013
"Virginia","Frederick",1,28,12,28,210,1053,78,4,2013
"Virginia","Giles",0,2,1,4,18,78,4,1,2013
"Virginia","Gloucester",0,11,6,22,92,557,22,4,2013
"Virginia","Goochland",0,0,1,3,35,127,4,1,2013
"Virginia","Greene",0,5,1,10,45,219,5,2,2013
"Virginia","Hanover",1,13,10,69,85,874,47,5,2013
"Virginia","Henrico",13,32,200,341,1091,6255,362,30,2013
"Virginia","Isle of Wight",1,4,3,22,83,198,13,1,2013
"Virginia","James City ",1,19,9,29,132,748,30,8,2013
"Virginia","King William",0,1,2,3,18,63,7,0,2013
"Virginia","Loudoun",4,63,36,113,223,2357,98,31,2013
"Virginia","Mathews",1,1,1,0,31,64,3,1,2013
